Price,Close,High,Low,Open,Volume
Ticker,
Date,Close,High,Low,Open,Volume
2020-09-28,111.82362365722656,112.17380261589848,109.70309881693417,111.87226250974926,137672400
2020-09-29,110.97735595703125,112.16407270770064,110.47154603147797,111.42481261814176,99382200
2020-09-30,112.65044403076172,114.0608892683136,110.52019713326597,110.68555737521241,142675200
2020-10-01,113.60371398925781,114.50834184995564,112.66990578164197,114.430522644009,116120400
2020-10-02,109.93656921386719,112.2224621206602,109.1583993790266,109.81011856378328,144712000
2020-10-05,113.32162475585938,113.46753391146844,110.4521101876222,110.80228919258478,106243800
2020-10-06,110.07274627685547,112.95198998188178,109.18756954507073,112.5434428788478,161498200
2020-10-07,111.94038391113281,112.39756253684614,111.01629740221783,111.49293454290779,96849000
2020-10-08,111.83336639404297,113.22435314166701,111.46372888130158,113.07844398775582,83477200
2020-10-09,113.77880859375,113.80798894197643,111.7847340241306,112.13491304534423,100506900
2020-10-12,121.006103515625,121.76482226057634,116.02578539059424,116.78450413554557,240226800
2020-10-13,117.79612731933594,121.96908768608209,116.38568943923732,121.85235887523848,262330500
2020-10-14,117.88365936279297,119.67345635227282,116.3564928845694,117.6988406266793,150712000
2020-10-15,117.41677856445312,117.89340826459105,114.92662307822374,115.48107199261852,112559200
2020-10-16,115.77288055419922,118.23386306147651,115.56861068687554,117.97122507402565,115393800
2020-10-19,112.8158187866211,117.13468096654279,112.50454937346234,116.68723164895509,120639300
2020-10-20,114.3040771484375,115.73397358180452,112.4753628325675,113.02981171272529,124423700
2020-10-21,113.6815185546875,115.47131553347286,113.2729714867065,113.48697056487583,89946000
2020-10-22,112.59209442138672,114.81961925340501,111.46373812027767,114.2457118461172,101988000
2020-10-23,111.9014663696289,113.37027245377989,111.16219869915412,113.21463402999635,82572600
2020-10-26,111.91117095947266,113.370247465222,109.800367974341,110.8995436916035,111850700
2020-10-27,113.41889953613281,114.08034796929371,111.41510314504899,112.33918213169002,92276800
2020-10-28,108.16622924804688,112.28082929645379,108.06895894073497,111.9111991601691,143937800
2020-10-29,112.17379760742188,113.73987359676744,109.13891590818614,109.30428354663158,146129200
2020-10-30,105.89006805419922,108.93467231945372,104.78117027471363,108.03004440237355,190272600
2020-11-02,105.8025131225586,107.6604077052679,104.39207526396882,106.1332410376146,122866900
2020-11-03,107.42695617675781,108.44830541372347,105.7636096297727,106.66823748036964,107624400
2020-11-04,111.81390380859375,112.43644258276989,109.28483911084726,111.02600479592498,138235500
2020-11-05,115.7825927734375,116.35650010587017,113.68152628924997,114.73205582071998,126387100
2020-11-06,115.65106964111328,116.14800627447282,113.15661069606604,115.29054042608115,114457900
2020-11-09,113.34172058105469,118.86654305221815,113.07863698273503,117.41469537353174,154515300
2020-11-10,113.00070190429688,114.57921861893705,111.20780945261693,112.59145738080137,138023400
2020-11-11,116.43057250976562,116.56698735100086,113.45866925822499,114.18946623657861,112295000
2020-11-12,116.15774536132812,117.44394777392753,115.5341325209194,116.55725128655479,103162300
2020-11-13,116.20647430419922,116.6059728165846,114.85206439758592,116.38186588950428,81581900
2020-11-16,117.2198257446289,117.8921538375377,115.12487314428873,115.8751546907103,91183000
2020-11-17,116.33312225341797,117.58034777680699,115.91413173221224,116.48902916086686,74271000
2020-11-18,115.00794982910156,116.75211942679815,114.97871914080206,115.57310124972858,76322100
2020-11-19,115.60233306884766,116.01157757714591,113.81918672462538,114.579214364051,74113000
2020-11-20,114.33561706542969,115.72900356959502,114.28690172841969,115.60233477250766,73604300
2020-11-23,110.93498992919922,114.60846723797194,110.83755181002277,114.17973059273324,127959300
2020-11-24,112.22118377685547,112.88377334383199,109.70724035208704,110.99345018861624,113874200
2020-11-25,113.05916595458984,113.76073225947121,112.22118480532058,112.59146004070323,76499200
2020-11-27,113.60482788085938,114.4817857816356,113.24430611291088,113.58534323153174,46691300
2020-11-30,116.00183868408203,117.87267708944432,113.81918644377502,113.97509336124737,169410200
2020-12-01,119.5778579711914,120.3086548468947,116.93724615240289,117.91164198667394,127728200
2020-12-02,119.92865753173828,120.21123325455888,117.79472798281287,118.89579275045067,89004200
2020-12-03,119.79225158691406,120.61074069251367,119.08093920643189,120.35739564047255,78967600
2020-12-04,119.11991119384766,119.71429334953903,118.40859884170744,119.46094830759233,78260400
2020-12-07,120.58150482177734,121.38050924323434,119.11991082393762,119.17837220495473,86712000
2020-12-08,121.19538116455078,121.78002475694831,119.93840933537943,121.18564255631568,82225500
2020-12-09,118.66193389892578,122.72516309946796,117.90190627108922,121.34152267781417,115089200
2020-12-10,120.0845718383789,120.69844613179018,117.07369149393158,117.41472863801995,81312200
2020-12-11,119.27581024169922,119.61684733291102,117.46343320377245,119.29529488946088,86939800
2020-12-14,118.66193389892578,120.19173519532912,118.42808095975704,119.46093825563229,79184500
2020-12-15,124.60575866699219,124.62525075019607,120.95177364167792,121.15639591100933,157243700
2020-12-16,124.53756713867188,125.08322659319843,123.31957197478047,124.14781463346864,98208600
2020-12-17,125.4047622680664,126.2622355061444,124.76165733950789,125.59963849451057,94359800
2020-12-18,123.4169921875,125.79452063801119,122.89081749267945,125.6581058023967,192541500
2020-12-21,124.94677734375,125.02473079695858,120.2891663082695,121.81896751574804,121251600
2020-12-22,128.5033416748047,130.96856222026736,126.33042801765606,128.2402506072199,168904800
2020-12-23,127.60687255859375,129.03922061669007,127.43147359411113,128.7761444721147,88223700
2020-12-24,128.59100341796875,130.04285838267262,127.7432839055564,127.95765215183746,54930100
2020-12-28,133.19015502929688,133.8235063080633,130.0915688691176,130.55928952566094,124486200
2020-12-29,131.4167938232422,135.23642465149393,130.90036509315357,134.51538107187807,121047300
2020-12-30,130.29623413085938,132.50811721089653,129.9844202745973,132.10861128309938,96452100
2020-12-31,129.29258728027344,131.29010173967114,128.34742211950626,130.64699691249126,99116600
2021-01-04,126.09658813476562,130.18904830293448,123.51443728468345,130.1013562325265,143301900
2021-01-05,127.65560913085938,128.36692888537684,125.14166577453908,125.58989445727471,97664900
2021-01-06,123.3585205078125,127.69458676031306,123.1441522185317,124.4498466014008,155088000
2021-01-07,127.56792449951172,128.25975221212653,124.58627507251094,125.0734730800105,109578200
2021-01-08,128.66897583007812,129.23412721104498,126.8955682344821,129.03923614525579,105158200
2021-01-11,125.6775894165039,126.8371230123308,125.20988350887804,125.88221911439801,100384500
2021-01-12,125.50218200683594,126.36939367406505,123.61185177604212,125.20986029323174,91951100
2021-01-13,127.53866577148438,128.08432504103422,125.2001217968136,125.46319795799657,88636800
2021-01-14,125.609375,127.64585879719884,125.46320669883724,127.45098259708287,90221800
2021-01-15,123.88470458984375,126.88584599937765,123.74828974705143,125.48271340602645,111598500
2021-01-19,124.5570297241211,125.41450287420925,123.68981796754613,124.508306955484,90757300
2021-01-20,128.64947509765625,129.09770370348497,125.25858190800798,125.36576603974312,104319500
2021-01-21,133.36558532714844,136.0938972964428,130.1695674073792,130.3741971240205,120150900
2021-01-22,135.50926208496094,136.26928979361904,131.56295521732648,132.79068885405798,114459400
2021-01-25,139.26068115234375,141.37511878863197,133.0440296191869,139.40684948015027,157611700
2021-01-26,139.49453735351562,140.60534821810342,137.75036015705467,139.92327397986588,98390600
2021-01-27,138.4226837158203,140.60533595593498,136.81493637532154,139.7576013848175,140843800
2021-01-28,133.5799560546875,138.35450580385896,133.19994217532178,135.947746278508,142621100
2021-01-29,128.58128356933594,133.2388945668448,126.8760908230651,132.35219077043976,177523800
2021-02-01,130.7054901123047,131.9137466089755,127.57767214071629,130.32547623427098,106239800
2021-02-02,131.53370666503906,132.8199015096137,131.16343146870483,132.2547501087198,83305400
2021-02-03,130.51058959960938,132.2937358859012,130.189037167514,132.28398241128824,89880900
2021-02-04,133.87225341796875,133.88199202454763,131.1439418976162,132.81016544490666,84183100
2021-02-05,133.45750427246094,134.10157011842293,132.57924349365368,134.03326822644928,75693800
2021-02-08,133.60389709472656,133.65269267140306,131.66194630942968,132.7451425942424,71297200
2021-02-09,132.72564697265625,134.55050063798447,132.56952194364052,133.32091738610043,76774200
2021-02-10,132.12060546875,133.6819746696006,131.15450660056266,133.18428060554035,73046600
2021-02-11,131.86688232421875,133.09645045385943,130.53972304081887,132.61827762495054,64280000
2021-02-12,132.10105895996094,132.25719882820738,130.46163501432542,131.10570080310399,60145100
2021-02-16,129.97373962402344,132.7256347192669,129.58338986171597,132.21820236374853,80576300
2021-02-17,127.68046569824219,129.02714615555675,126.34355329024206,128.0805685718384,97918500
2021-02-18,126.57776641845703,126.86075693989008,124.33330389453356,126.08007238065763,96856700
2021-02-19,126.73388671875,127.55361366522426,125.68973288562044,127.094962062069,87668800
2021-02-22,122.95735168457031,126.58752230648321,122.5670093965397,124.91880883902334,103916400
2021-02-23,122.82073211669922,123.65020481957035,115.53111655663116,120.77144442573531,158273000
2021-02-24,122.32303619384766,122.52796420280912,119.27838298052396,121.92294077973033,111039900
2021-02-25,118.0683364868164,123.40624834822879,117.62920604594376,121.66923290454905,148199500
2021-02-26,118.33182525634766,121.83513064841705,118.2732690688628,119.62970286388716,164560400
2021-03-01,124.7041244506836,124.8407431312115,119.82486458851659,120.7616815886335,116307900
2021-03-02,122.09861755371094,125.6116836281733,121.99127322699131,125.3091718593238,102260900
2021-03-03,119.11250305175781,122.67436464921909,118.89781440194187,121.79609628413596,112966300
2021-03-04,117.22908782958984,120.61529516473581,115.75555679894602,118.80997061161986,178155000
2021-03-05,118.4879379272461,118.99538509316949,114.7309095373517,118.05856814664855,153766600
2021-03-08,113.55014038085938,118.07809310772461,113.40376109045417,118.00978376489019,154376600
2021-03-09,118.1659164428711,119.1124940848032,115.92146128458052,116.15566368258474,129525800
2021-03-10,117.08273315429688,119.21984409787017,116.5655253098007,118.75143927948164,111943300
2021-03-11,119.01490783691406,120.23472282472085,118.33181442180619,119.58090377809478,103026500
2021-03-12,118.10735321044922,118.24397187961576,116.28251493865656,117.49256919919979,88105100
2021-03-15,120.99588012695312,121.00564073101157,117.51208899403603,118.47818777651618,92403800
2021-03-16,122.5377426147461,124.1478999993401,121.7082698545493,122.6646007020175,115227900
2021-03-17,121.74729919433594,122.82073491932013,119.38573166517871,121.05444515870833,111932600
2021-03-18,117.61943817138672,120.20544741210641,117.41451014863442,119.91268883951182,121229700
2021-03-19,117.09247589111328,118.49770511150997,116.78996416261775,117.00465278741832,185549500
2021-03-22,120.4103775024414,120.87878973760397,117.35596342731434,117.42427276940472,111912300
2021-03-23,119.58089447021484,121.23983974643996,119.19055221546797,120.35181837592111,95467100
2021-03-24,117.19004821777344,119.9321970521026,117.17053445612295,119.8541271151827,88530500
2021-03-25,117.67799377441406,118.72216260318802,116.12639260654137,116.65335360086424,98844700
2021-03-26,118.28302764892578,118.54651187519468,116.04832553149886,117.44379427923147,94071200
2021-03-29,118.45867156982422,119.61993781154605,117.81461313280423,118.71239516993987,80819200
2021-03-30,117.00464630126953,117.49257225961915,115.98975941448322,117.20957431035725,85671900
2021-03-31,119.20030975341797,120.53722207670454,118.22445786422938,118.71238380882367,118323800
2021-04-01,120.02980041503906,121.18130611520114,119.53211379208796,120.6738663324064,75089100
2021-04-05,122.8597640991211,123.11348769511308,120.09810124646425,120.87878579790437,88651200
2021-04-06,123.16227722167969,124.0600592543952,122.6158024965763,123.44527518865387,80171300
2021-04-07,124.81147766113281,124.83099142610236,122.11812394056145,122.79146423199435,83466700
2021-04-08,127.2120590209961,127.24133338786173,125.41649503174914,125.83610421703582,88844600
2021-04-09,129.788330078125,129.82735761061758,126.34357333569822,126.66560631746748,106686700
2021-04-12,128.07081604003906,129.6419382844939,127.47554575138676,129.31990535224077,91420000
2021-04-13,131.18377685546875,131.4082335358879,128.7441468621112,129.2418409105608,91266500
2021-04-14,128.84173583984375,131.7400174141813,128.48067537183306,131.68146867778168,87222800
2021-04-15,131.2521209716797,131.74004707194615,130.41288748360844,130.58854862267228,89347100
2021-04-16,130.9202880859375,131.41796717012542,130.0615336909614,131.05690674965481,84922400
2021-04-19,131.58389282226562,132.1986844065799,130.1201146808097,130.28600775000282,94264200
2021-04-20,129.89566040039062,132.25722045509355,128.6270498214987,131.75954129528387,94812300
2021-04-21,130.2762908935547,130.52025398511566,128.1294186658833,129.1638197916497,68847100
2021-04-22,128.7539520263672,130.9105772235827,128.2367515099133,129.82738059867802,84566500
2021-04-23,131.0764617919922,131.85713156314563,128.96861767310645,128.96861767310645,78657500
2021-04-26,131.46676635742188,131.7985524226745,130.33477460387036,131.5741106597469,66905100
2021-04-27,131.144775390625,132.14014879502187,130.87153796829216,131.74979898431587,66015800
2021-04-28,130.3542938232422,131.75952289031963,129.86636789108016,131.06666151490975,107760100
2021-04-29,130.2567138671875,133.76003367761894,129.25158755183847,133.17451655261294,151101000
2021-04-30,128.28550720214844,130.33478741572688,127.90492552746106,128.59777209122348,109839500
2021-05-03,129.33941650390625,130.83248375117557,128.64656992797262,128.85149050777056,75135100
2021-05-04,124.76268005371094,128.31478827842903,123.64044873461123,128.02202969252124,137564700
2021-05-05,125.00663757324219,127.29988066325254,124.87977205806523,126.08006575676235,84000900
2021-05-06,126.60704803466797,126.61680119447594,124.06006618952057,124.80171581873422,78128300
2021-05-07,127.28152465820312,128.307897749906,126.56793194976201,127.90713017156261,78973300
2021-05-10,123.99708557128906,126.62658120316634,123.95798429414883,126.49951510362119,88071200
2021-05-11,123.07823944091797,123.43013604181222,120.0088523827375,120.72243768449367,126142800
2021-05-12,120.00885009765625,121.83679573122357,119.50054838799285,120.62468591755979,112172300
2021-05-13,122.15936279296875,123.31282429547134,121.46533194640105,121.77813468651334,105861300
2021-05-14,124.58360290527344,125.01370954120979,123.01958894433238,123.41059429901935,81918000
2021-05-17,123.43013000488281,124.07528990021518,122.35487097046837,123.96776325099312,74244600
2021-05-18,122.04206848144531,124.1339383673377,121.97364310976869,123.71360895337953,63342900
2021-05-19,121.88565826416016,122.110481266006,120.09681414325692,120.39006996753153,92612000
2021-05-20,124.44673919677734,124.84752169451296,122.2864439727993,122.41352498808429,76857100
2021-05-21,122.60901641845703,125.12121552562014,122.39396313602347,124.94526351797502,79295400
2021-05-24,124.241455078125,125.06256693036593,123.10754794421824,123.17597331042118,63092900
2021-05-25,124.04597473144531,125.43404408732667,123.47901735071959,124.94528180981987,72009500
2021-05-26,123.99708557128906,124.52494162597304,123.57675616428918,124.10461221897317,56575900
2021-05-27,122.46239471435547,124.76931783925218,122.26689578830224,123.5963093673209,94625600
2021-05-28,121.8074722290039,122.9707110430963,121.74882403932074,122.74588055296678,71311100
2021-06-01,121.48490142822266,122.53083648398967,121.15255171788874,122.26691215271315,67637100
2021-06-02,122.24735260009766,122.42330463275813,121.26007323809793,121.4848962778378,59278900
2021-06-03,120.76153564453125,122.04207082094376,120.36075313288092,121.87589598051592,76229200
2021-06-04,123.0586929321289,123.32262472191542,121.06457229139289,121.27962561409095,75169300
2021-06-07,123.06845092773438,123.47900313915719,122.02251603226817,123.33237521856165,71057600
2021-06-08,123.88955688476562,125.57088194290174,123.37147802234419,123.75270614592999,74403800
2021-06-09,124.27079772949219,124.87685639052275,123.67451625303815,124.34900029049098,56877900
2021-06-10,123.27373504638672,125.30695678436511,123.10756020588629,124.16326489562331,71186400
2021-06-11,124.48585510253906,124.57383485098319,123.26396801386512,123.68429747068124,53522400
2021-06-14,127.54541778564453,127.6040659610548,124.21211472861349,124.94524675246014,96906500
2021-06-15,126.72432708740234,127.66274274142094,126.4799497199154,127.01758291150882,62746300
2021-06-16,127.22283172607422,127.94619399075523,125.57085350835463,127.43788496920618,91815000
2021-06-17,128.82598876953125,129.56890564121335,126.73411873855628,126.8807541337841,96721700
