Date,Open,High,Low,Close,Volume
2020-12-31,348.0733301574872,350.7696906226059,347.55841250921895,350.0394287109375,78520700
2021-01-04,351.37825754538835,351.5093441232009,341.5571642779558,345.2740173339844,110210800
2021-01-05,344.6279883530067,348.7474151939953,344.58115947645473,347.6520080566406,66426200
2021-01-06,346.1353006445559,352.9417447610297,345.5829256357248,349.7304382324219,107997700
2021-01-07,352.11787065274973,355.6755510261936,351.93998377691605,354.92657470703125,68766800
2021-01-08,356.32162364350467,357.1642293072117,353.05417310939123,356.94891357421875,71677200
2021-01-11,353.7562604316976,356.3121626841168,353.634545358418,354.5426940917969,51034700
2021-01-12,354.7299869126949,355.63810716269546,352.3612856414251,354.61761474609375,52547700
2021-01-13,354.5427678151299,356.57438138326825,353.75633399150024,355.5726318359375,45303600
2021-01-14,356.3215771507239,356.8271519116291,353.99036178526615,354.327392578125,49989100
2021-01-15,352.6983573655993,353.50350553896874,349.8709386967397,351.743408203125,107160000
2021-01-19,354.21501856397003,355.04828112745787,352.7264088801036,354.5052490234375,51233300
2021-01-20,356.80843365490585,360.2537994598061,356.41523103599144,359.41119384765625,61836100
2021-01-21,359.9728892534959,360.4035778093052,358.8119673084487,359.73883056640625,47840100
2021-01-22,357.8757132232422,359.6358390265115,357.49185356856196,358.4655456542969,52860500
2021-01-25,359.2052127899676,360.23504819691135,354.32740898505574,359.8793029785156,70402000
2021-01-26,360.8341698003207,361.2461152977036,359.08341572224913,359.3174743652344,42665300
2021-01-27,355.9750419977509,356.0686711513586,348.2885656323843,350.5355224609375,123351100
2021-01-28,352.36131751565193,357.57615223698986,351.92131458603075,353.55035400390625,94198100
2021-01-29,351.677844227635,352.6515363137359,344.787141992205,346.4723815917969,126765100
2021-02-01,349.88963525233873,353.27880031449973,346.76261476483063,352.2395935058594,75817600
2021-02-02,355.441405608736,358.7837694748073,352.3237574408632,357.2202453613281,64450700
2021-02-03,358.05362630421786,359.2332912526561,356.21861416234987,357.5012512207031,52427100
2021-02-04,358.54049577902424,361.6113449923203,357.61363240590646,361.5645446777344,47142600
2021-02-05,363.4462927053067,363.6990657681727,361.5176516643229,362.9875183105469,48669800
2021-02-08,364.4480583738054,365.65580909374563,363.586738480656,365.6090087890625,38365200
2021-02-09,364.766396648948,365.96480452292707,364.35447965678804,365.3656005859375,35551100
2021-02-10,367.1164090497017,367.2662100560259,362.79100856421474,365.20648193359375,59154400
2021-02-11,366.292467914223,366.7137849728556,363.3527057088948,365.7962646484375,42913300
2021-02-12,364.99113790756934,367.84664258303746,364.9162231244043,367.6032409667969,50593300
2021-02-16,368.83900406119835,369.03563391424353,366.56396066123074,367.28485107421875,50972400
2021-02-17,365.5246964296632,367.6218526262343,364.50417565269964,367.36907958984375,52290600
2021-02-18,364.7476837323332,366.5546098976063,363.01564377368203,365.8056335449219,59712800
2021-02-19,367.0695336590669,367.35976412082823,364.7102040065369,365.15960693359375,83241000
2021-02-22,362.3790380494679,364.77579684279107,362.0794360573979,362.3509521484375,67414200
2021-02-23,360.1319605275724,364.1484144693757,355.95636272337646,362.7908630371094,107284100
2021-02-24,361.69554661169246,367.2193543140166,360.7031400947551,366.7886657714844,72433900
2021-02-25,365.5153842430116,366.89165036320054,356.4994397180611,357.9505920410156,146670500
2021-02-26,359.84179688986745,360.9933472345688,354.1120453484226,356.106201171875,152701600
2021-03-01,361.0027141509435,365.9928608201491,356.3028265082272,364.73828125,105348800
2021-03-02,364.9630609518723,365.19711965466763,361.3866371159713,361.8922119140625,79595300
2021-03-03,361.19003539642364,362.16369902738325,356.9956931613012,357.09869384765625,119940200
2021-03-04,356.91145883312413,359.5141906328618,348.16702856247144,352.6796875,183433000
2021-03-05,356.199817756297,360.2256437904817,348.878484696464,359.1676940917969,152039600
2021-03-08,360.1320797023925,362.9594984977383,357.0986881092653,357.3795471191406,123149200
2021-03-09,361.24618840423545,365.0472992498292,360.7406136330213,362.4820251464844,113633600
2021-03-10,364.8412819184215,366.4422351649294,363.41821554059374,364.73828125,109899400
2021-03-11,367.21933823136976,370.4212448317139,366.7605638102097,368.4364318847656,86245000
2021-03-12,367.0695801377111,369.07310772651323,366.2550604437224,368.93267822265625,64653600
2021-03-15,369.18539790534726,371.3949265422265,367.03206963349646,371.1327819824219,73427200
2021-03-16,371.7506778939467,372.4621967582161,369.88755161919505,370.6646423339844,73722500
2021-03-17,369.37265796859043,372.7337369575825,368.22107905505703,371.9285888671875,97959300
2021-03-18,369.3258548274589,371.4230112994617,365.8336892989774,366.51715087890625,115349100
2021-03-19,366.21473449983927,367.8021557259411,363.6504320580141,365.8390197753906,113624500
2021-03-22,366.3555238581167,370.1503074683478,366.2991680981044,368.7601318359375,73778600
2021-03-23,368.12138441076866,369.57728920226606,365.06865677392454,365.857666015625,90686600
2021-03-24,367.2667027083642,368.9104795107674,363.9509712192673,363.9979248046875,97588600
2021-03-25,362.5513925660226,366.8439761405142,360.59763052907954,366.04559326171875,116128600
2021-03-26,367.200940149414,372.3483200483968,366.5998024036919,371.9444274902344,114409100
2021-03-29,370.46038209111146,372.6677456116427,368.9668966449301,371.7566223144531,108107600
2021-03-30,370.4791741597814,371.4466532028026,369.1641296106527,370.7703552246094,76262200
2021-03-31,371.34323355801985,373.8417775209728,371.31505567617114,372.27313232421875,112734200
2021-04-01,374.2175182637231,376.3497499113352,374.01087089402483,376.2933654785156,99682900
2021-04-05,378.9703688038174,382.2391465633513,378.89523733741964,381.6943359375,91684800
2021-04-06,381.1307680004305,382.5209150802429,380.7926047477798,381.4689025878906,62021000
2021-04-07,381.299921394875,382.25799827421105,380.83967299184064,381.91046142578125,55836300
2021-04-08,383.169082404591,383.7796223731057,382.22978132527777,383.7232666015625,57863100
2021-04-09,383.60119001027016,386.6820964718389,383.47907628083203,386.51300048828125,61104600
2021-04-12,385.9118442865749,386.92627681357055,385.3013043336946,386.6539001464844,56704900
2021-04-13,386.55057736501305,388.42917954960046,386.1654604773493,387.7998352050781,56551000
2021-04-14,387.77155287635486,388.83296741119597,385.93053125757524,386.475341796875,61659900
2021-04-15,388.62645070144174,390.8995721092551,388.57949710976976,390.6271667480469,60229800
2021-04-16,391.92336759192136,392.54330973183005,390.49564029907293,391.9327697753906,82037300
2021-04-19,390.99348550367637,391.44433168646464,388.67341063742913,390.0072021484375,78498500
2021-04-20,388.78607743574787,389.89444572779433,385.6675912594759,387.1517028808594,81851800
2021-04-21,386.5317616792458,391.02161928936465,386.39084359782294,390.8149719238281,66793000
2021-04-22,390.6459606729042,391.4819237726124,386.17487812172334,387.24566650390625,97582800
2021-04-23,387.80924522331907,392.86268978837904,387.7341137471033,391.4443359375,73209200
2021-04-26,392.1018705031073,392.83452424631287,391.51010619798046,392.26153564453125,52182400
2021-04-27,392.56205776555026,392.75933161334007,391.03099255803073,392.17694091796875,51303100
2021-04-28,392.4493258119174,393.57649841278226,391.5945585115463,392.064208984375,51238900
2021-04-29,394.8069715539103,395.18268619075656,391.1624793796037,394.562744140625,78544300
2021-04-30,392.280291787345,393.1350591602017,391.0685854384391,391.9703063964844,85527000
2021-05-03,393.9710874878237,394.35620441187757,392.3179369015112,392.8157653808594,68128300
2021-05-04,390.8150004114941,391.3128288285941,386.682081464695,390.3923034667969,101591200
2021-05-05,392.04543892919156,392.28026416898666,389.95078747075047,390.5143737792969,60162200
2021-05-06,390.5895491108578,393.7643912958881,388.5700575548466,393.6329040527344,74321400
2021-05-07,394.40317948452287,397.1553250152091,393.7174793153785,396.497802734375,67733800
2021-05-10,396.8547133936928,397.08013648406006,392.449388956533,392.5715026855469,81852400
2021-05-11,388.0252302753278,390.0634972953382,385.1697473456406,389.0678405761719,116888000
2021-05-12,386.268802278505,387.5462380172157,379.47764499537993,380.80206298828125,134811000
2021-05-13,382.3613162554268,387.320825054293,382.31433400000765,385.37646484375,106394000
2021-05-14,388.1285664962927,392.1487737157858,388.1003886122969,391.29400634765625,82201600
2021-05-17,390.17631580899985,391.1156169526232,388.26950696885626,390.29840087890625,65129200
2021-05-18,390.5614187722078,390.8056462516172,386.7760361673479,386.93572998046875,59810200
2021-05-19,382.220353738698,386.09964256874224,380.7268400084887,385.9211730957031,106467100
2021-05-20,386.8040985303641,391.340937922556,386.68201349231936,390.0728759765625,78022200
2021-05-21,391.56641465966277,392.81570107846534,389.29332222613044,389.7535705566406,76578700
2021-05-24,392.00793055362107,394.8070582433423,391.7637030867097,393.72686767578125,51376700
2021-05-25,394.8163766164725,395.17331558281194,392.2708789333763,392.8532409667969,57451400
2021-05-26,393.4450323737221,394.14010598871914,392.4024219512265,393.6329040527344,43088600
2021-05-27,394.66615865220234,395.1827627948583,393.55776156064326,393.8395690917969,56707700
2021-05-28,395.41754941191766,395.6805525494972,394.3091810939177,394.54400634765625,58520200
2021-06-01,396.9205008532493,397.06139029520114,393.75506050821133,394.196533203125,54216600
2021-06-02,394.8539557985818,395.6617695624663,393.83952333379665,394.8163757324219,49097100
2021-06-03,392.4869942418522,394.49708381221865,391.01228454550323,393.35113525390625,58138800
2021-06-04,395.21095658307695,397.24925267950715,393.41688795710087,396.94866943359375,55938800
2021-06-07,396.9392828547992,397.117752372502,395.6242669337236,396.5635681152344,51555000
2021-06-08,397.4276785970966,397.5216144410657,394.8070491410869,396.6480712890625,47134300
2021-06-09,397.4934038464304,397.5685639814991,395.8308513392417,396.0562744140625,48436300
2021-06-10,397.28679886427324,398.85544436779344,395.96238082799704,397.8973388671875,51020100
2021-06-11,398.4515002184242,398.6675211051696,397.1552602371839,398.5548095703125,45570800
2021-06-14,398.66750768950845,399.5504529030993,397.418249999959,399.4471435546875,42358500
2021-06-15,399.5974533103558,399.63500471228963,397.8315628029255,398.7145080566406,51508500
2021-06-16,398.8554299159279,399.0808530066341,394.4313297696512,396.4883728027344,80386100
2021-06-17,396.07503271268536,397.3430660262593,393.86766981116267,396.3568115234375,90949700
2021-06-18,393.0547314261852,393.7520789180551,390.8024727316209,391.0097961425781,118676300
2021-06-21,392.78150745768414,396.79603026606236,391.9616466044744,396.6075439453125,72822000
2021-06-22,396.5981592907554,399.56663205540957,395.8725128032119,398.7279052734375,57700300
2021-06-23,398.8032811804672,399.6137090686301,398.16247372113264,398.2472839355469,49445400
2021-06-24,400.40531995318634,401.0272615121453,400.15086055645696,400.60321044921875,45110300
2021-06-25,401.35707608490594,402.47850343231465,401.027239437026,402.0261535644531,58129500
2021-06-28,402.5539081945489,403.00622930202064,401.3476706430046,402.83660888671875,53159600
2021-06-29,403.22305672448783,403.86386424563824,402.5162761105487,403.0534362792969,35970500
2021-06-30,402.59164591168485,404.07118020487354,402.5633758380114,403.3926696777344,64827900
2021-07-01,404.1559668520113,405.78628436268957,404.08999376429597,405.6260681152344,53441000
2021-07-02,406.79467641000605,409.0846387735572,405.7109230918931,408.7265319824219,57697700
2021-07-06,408.78301833118127,408.99977471807125,405.2302784805173,407.98199462890625,68710400
2021-07-07,408.6699403767782,409.7065575998138,406.6438418893297,409.423828125,63549500
2021-07-08,404.07116572771594,406.85118082823294,402.8837651580208,406.0878601074219,97595200
2021-07-09,407.60510094569935,410.72435716563393,405.8899730442734,410.42279052734375,76238600
2021-07-12,410.33794129336883,412.1473121921227,409.9044572663973,411.8928527832031,52889600
2021-07-13,411.10121531294743,412.6090194308368,410.22481441480784,410.4886779785156,52911300
2021-07-14,412.1943535049717,412.68440635701694,409.84785160919256,411.1011962890625,64130400
2021-07-15,409.7536531786738,410.4321636364202,407.78409489025074,409.6971130371094,55126400
2021-07-16,410.8845114498762,410.93161864795053,406.0878310715976,406.4836120605469,75874700
2021-07-19,401.63041041560604,406.5496042508232,397.6535906579479,400.480712890625,147987000
2021-07-20,401.14978007232145,407.501400747123,400.3487563752901,406.2197570800781,99608200
2021-07-21,407.4259674911037,409.6499850627454,406.1726227380265,409.50860595703125,64724400
2021-07-22,409.68770044604696,410.61123740243363,408.6982191605414,410.3662109375,47878500
2021-07-23,412.3074853504877,414.92728406769214,411.61957069748223,414.5880432128906,63766600
2021-07-26,413.9943224274407,415.61520686871586,413.9472152307123,415.60577392578125,43719200
2021-07-27,414.5598008745902,414.58807094771487,410.86568168544017,413.711669921875,67397100
2021-07-28,414.34304645941455,414.9273138127732,412.1096243949416,413.5420227050781,52472400
2021-07-29,414.47495280469855,416.34083497848155,414.4655198615265,415.2571105957031,47435300
2021-07-30,412.6750483001058,414.7011468766554,412.54310212092867,413.240478515625,68951200
2021-08-02,414.9649721562708,415.5209693765124,412.0153368747902,412.3734436035156,58783300
2021-08-03,413.1745067361262,415.85084575516265,410.9693547716872,415.72833251953125,58053900
2021-08-04,414.43723730712765,415.70001501829813,413.4477561089558,413.683349609375,46732200
2021-08-05,414.8518975591552,416.3879718329055,414.5314938393197,416.30316162109375,38969700
2021-08-06,416.6235474475425,417.4151381494277,416.340817994673,416.9910583496094,46930000
2021-08-09,416.9627957200079,417.28319943179935,415.8790713621011,416.6518249511719,41222600
2021-08-10,417.104162412718,417.8863489753924,416.41624776534786,417.1701354980469,43339300
2021-08-11,418.2444290861454,418.3009692245495,417.1135688001206,418.20672607421875,44034300
2021-08-12,418.0560157625395,419.60152317263015,417.15134463118073,419.46014404296875,38909400
2021-08-13,419.91241967001224,420.24225631588496,419.42239555203986,420.2234191894531,39470300
2021-08-16,418.9135869117013,421.344899606322,417.34924234487704,421.2129821777344,73740000
2021-08-17,418.6402092503118,419.3187196688282,415.4455764007355,418.4517517089844,92673900
2021-08-18,417.433998911538,419.00777622060184,413.6268284762824,413.871826171875,89351900
2021-08-19,411.12954517008563,415.71893127183074,410.98819480450277,414.5126647949219,92812200
2021-08-20,414.86130669230414,418.14074973003505,414.3712538179975,417.8109130859375,72008700
2021-08-23,419.50721489532515,422.400309988542,417.8863304587678,421.4862060546875,54973000
2021-08-24,422.1553955078125,422.6925557344844,421.63710117195853,422.1553955078125,38744700
2021-08-25,422.3437901020763,423.5594319185599,421.9668174753797,423.0411376953125,40529700
2021-08-26,422.75844045365477,422.99403398381344,420.4496411134851,420.54388427734375,57829600
2021-08-27,421.35425881775865,424.68083789165667,421.29771867840407,424.30389404296875,77235100
2021-08-30,424.98242980709495,426.9614210793881,424.7374033493045,426.1698303222656,48357400
2021-08-31,426.0756428510807,426.4148837517675,424.9353781451355,425.5384826660156,59300200
2021-09-01,426.4808008884569,426.9990951161605,425.52899388811954,425.76458740234375,48721400
2021-09-02,427.1970066348159,427.8849212781439,425.86825578758834,427.0744934082031,42501000
2021-09-03,425.93417585256316,427.48908707292264,425.5289332090637,426.97076416015625,47170500
2021-09-07,426.6221815219069,426.7164246860797,424.7657033477101,425.4442138671875,51671500
2021-09-08,424.9069746431143,425.64202512276347,422.99392804871457,424.9258117675781,56181900
2021-09-09,424.72800123617645,426.4902361306357,422.8620902402333,423.10711669921875,57970400
2021-09-10,425.0484188351165,425.4724699214577,419.6486049305723,419.7711181640625,89948200
2021-09-13,422.78674564275116,423.0506092501372,418.51776320347204,420.8454284667969,83738600
2021-09-14,422.29667068589487,422.50399413510956,417.67904341772214,418.5743103027344,78197100
2021-09-15,418.99834698875156,422.569952703373,417.8863525079796,422.07049560546875,78792200
2021-09-16,421.54283963789186,422.5228881124278,418.4329874812529,421.4014892578125,77786700
2021-09-17,420.62428020657444,421.04968976002243,416.9372243033912,417.2964782714844,118425000
2021-09-20,411.1325055507793,412.72075883983774,405.44122132166325,410.33837890625,166445500
2021-09-21,412.69243982428605,413.9970868901232,409.4213878476513,409.9508056640625,92526100
2021-09-22,412.23873059806846,416.001406260725,410.06433758188365,413.94989013671875,102350100
2021-09-23,415.8311324506057,420.59592142801534,415.5947841917218,418.9792785644531,76396000
2021-09-24,417.33434194671065,420.38797211616685,417.116891142323,419.6694641113281,62094800
2021-09-27,418.6295422330679,419.801820517325,417.7692309966468,418.4688415527344,61371100
2021-09-28,415.67985558771835,416.0107489120067,409.29845275927676,410.0358581542969,130436300
2021-09-29,411.4256253625887,413.1746083672385,410.15880207113577,410.7260437011719,82329200
2021-09-30,412.210304709682,412.9193495615743,405.36566763843695,405.7060241699219,140506000
2021-10-01,407.4455041184316,412.21972744584093,403.9002802066604,410.5274658203125,129240100
2021-10-04,409.355268553824,410.26283797623245,403.07784365864507,405.2333679199219,128570000
2021-10-05,406.7459893593679,411.70930400376767,405.94242816449827,409.4498291015625,90682500
2021-10-06,405.8288607796688,411.35941584595423,404.1933492816089,411.15142822265625,113032200
2021-10-07,414.45090048622825,417.56122305392176,414.27127348674344,414.7061462402344,72437500
2021-10-08,415.48145149415006,415.8690662033352,413.31649279206306,413.94989013671875,74557400
2021-10-11,413.28806407914567,416.21878855170235,410.8867574511802,410.95294189453125,65233300
2021-10-12,411.87938768938386,412.2858997617165,409.14718802650935,409.9413146972656,71181200
2021-10-13,410.9718018108781,412.2386250268791,407.97492201997215,411.4161376953125,72974000
2021-10-14,415.1032294102518,418.4877531890268,414.63053281497906,418.33648681640625,70236800
2021-10-15,420.46353384824977,421.89108650075127,419.83957101042336,421.5223693847656,66260200
2021-10-18,419.72615790052475,423.11065236001764,419.0643712182425,422.77032470703125,62213200
2021-10-19,424.4058746508031,426.09810749313067,423.7913460672184,426.0319519042969,46996800
2021-10-20,426.4952201768842,428.0078550005876,426.3817776140506,427.705322265625,49571600
2021-10-21,427.1002698089574,429.04777746656447,426.6653970211421,428.8208923339844,41305400
2021-10-22,428.3860195607123,429.84193314740844,426.4195855745832,428.3765563964844,58845100
2021-10-25,429.4731892382675,431.0047214901793,427.6864112280733,430.673828125,45214500
2021-10-26,432.2337389531949,433.45327528530197,430.6832804131563,431.0614318847656,56075100
2021-10-27,431.52467924143804,432.19590024422723,429.07608579606,429.1517333984375,72438000
2021-10-28,430.58873275599586,433.3681907749106,430.5792984437599,433.2925720214844,51437900
2021-10-29,430.9764107223124,434.46491407806633,430.683341126668,434.1718444824219,70162400
2021-11-01,435.1644532533275,435.54263359234545,433.1791507290293,434.9186706542969,48433600
2021-11-02,435.08877911299237,436.9890283255675,434.9564102409637,436.6770324707031,48908400
2021-11-03,436.10988213201085,439.74965180996986,435.66554616325567,439.3431396484375,52509800
2021-11-04,439.94813651016415,441.49859510381475,439.5983456655527,441.41351318359375,52847100
2021-11-05,443.6540215497105,444.9492053308747,441.42290794004754,442.9449768066406,66390600
2021-11-08,444.0511523068338,444.55220949770364,442.6330626514163,443.32318115234375,50405200
2021-11-09,443.69191411551805,443.92826239983964,440.43975941516413,441.85784912109375,51149100
2021-11-10,440.1560934449688,441.8578182839869,436.8094227453364,438.3031311035156,69429700
2021-11-11,439.80628404474385,439.8819316438725,438.4260182972551,438.4449157714844,34848500
2021-11-12,439.7212557199241,442.31162370919134,438.76639940952595,441.75384521484375,53466700
2021-11-15,443.0489449674493,443.20964560472567,440.7705446036514,441.9049987792969,46980500
2021-11-16,441.64039128539906,444.79800085155625,441.5647725301074,443.6540832519531,48857500
2021-11-17,443.3894097996794,443.569036815363,441.95242252532125,442.5763854980469,47858300
2021-11-18,443.61626655252275,444.3442377330162,440.8746322243383,444.07952880859375,50625600
2021-11-19,443.96596405663803,445.2233528216197,442.9165917432996,443.2853088378906,57315600
2021-11-22,445.176156987895,447.6814428554644,441.8294574387249,442.0374450683594,72762000
2021-11-23,441.70662464239155,443.48396852520636,439.08789579018315,442.6236572265625,73206500
2021-11-24,440.60992545059463,443.9282646113557,439.7874380332355,443.80535888671875,61858800
2021-11-26,437.093044118014,438.56785505174963,432.772590709686,433.9070739746094,112669600
2021-11-29,438.7285266154922,441.0825459004556,436.51631050713434,439.2295837402344,86268800
2021-11-30,436.77165354014227,438.6908005607439,430.4375076301765,430.6833190917969,148559600
2021-12-01,436.431259017202,439.2957987886865,425.70104218930726,425.8995666503906,131939200
2021-12-02,426.11700474584995,434.00157904192696,425.71992698440346,432.4227600097656,127637800
2021-12-03,434.09616662767235,435.1644366060928,424.40588725877814,428.66015625,137331600
2021-12-06,431.2222195348492,435.62775545816913,428.7925520043057,433.7369689941406,98977500
2021-12-07,439.0500427880223,443.275951385461,433.6045689306223,442.7087097167969,95484700
2021-12-08,443.10575052479743,444.33474999497895,441.3378412207383,443.8809509277344,72238800
2021-12-09,442.58579034068646,443.9849825667613,440.6855697582594,440.88409423828125,61272600
2021-12-10,443.6068083336289,445.1855986313529,441.0353379844853,445.0343322753906,77159800
2021-12-13,444.5143284764157,444.8641192635489,440.80837529280876,441.0920104980469,87724700
2021-12-14,437.80203577353177,440.30732142393,435.1171231471517,438.0572814941406,97264100
2021-12-15,438.11403227515007,445.14772958022024,435.5803571342151,444.9019470214844,116899300
2021-12-16,446.7644390434781,447.0480454424632,439.41871594756833,440.9786376953125,116568600
2021-12-17,437.8792340501134,440.90563609237176,434.568229194544,436.285400390625,135511600
2021-12-20,431.1717914151028,432.04459257214927,428.00308834892655,431.6461486816406,107134800
2021-12-21,435.0899157013606,439.45400791856366,432.90788406899264,439.31170654296875,69806300
2021-12-22,439.05555923317684,443.81809524961324,438.8563083570705,443.7042541503906,58890200
2021-12-23,444.70986893134847,447.9734487390099,444.60552424595596,446.4649963378906,56439700
2021-12-27,447.8501509520467,452.8309019257752,447.8027268094746,452.7834777832031,56808600
2021-12-28,453.219895788075,454.253991127198,451.6450262309566,452.4134826660156,47274600
2021-12-29,452.51779978781735,454.0167557836828,451.512164851453,452.9921569824219,54503000
2021-12-30,453.41905165757885,454.43418298151533,451.27497687022736,451.7398376464844,55329000
2021-12-31,451.24655774606043,452.403961588004,450.3263035656478,450.6014099121094,65237400
2022-01-03,451.87266685894554,453.34319158205653,449.54833390042785,453.2103576660156,72668200
2022-01-04,454.6429596895945,455.36399196778945,451.1896250439962,453.05859375,71178700
2022-01-05,452.6885985815279,453.4665513931178,444.2640094815494,444.35888671875,104538900
2022-01-06,443.89401262662926,446.67373898346636,441.56015426161895,443.9414367675781,86858900
2022-01-07,443.95099500666106,445.13688822021396,440.82021955139874,442.1863708496094,85111600
2022-01-10,438.97022289575784,441.8542942099038,433.1830584948898,441.6361083984375,119362000
2022-01-11,441.37054198355617,445.7535991825346,438.3536072905478,445.6587219238281,74303100
2022-01-12,447.4042385339527,448.93168383507043,444.89015106266817,446.86346435546875,67605400
